id,name,category,type_detail,region,sido,sigungu,address,lat,lng,operator,operator_level,tel,homepage,facilities,source,operator_verified
camp-31188,구미 캠핑장,자동차야영장,자동차야영장,대구경북,경상북도,구미시,경상북도 구미시 낙동제방길 200,36.1311332154872,128.368069007348,구미시설공단,지방공기업·출자출연기관,054-480-2184,https://camp.xticket.kr/web/main?shopEncode=55479e903d91d14dafe6e066016dfb02a001845c0efdbeec73a14670384a028d,"자동차(77면),산책로, 샤워장, 체육시설, 다목적광장, 매점, 화장실",공유누리(행정안전부),Y
camp-31195,금오산 야영장,일반야영장,일반야영장,대구경북,경상북도,구미시,구미시 남통동 산147번지 외12필지,36.108123,128.316921,금오산야영장관리사무소,기초자치단체,"054-480-4631, 4606",www.gumi.go.kr/tour,"116면,족구장2면, 물놀이장",공유누리(행정안전부),Y
camp-31042,옥성자연휴양림 야영장,일반야영장,일반야영장,대구경북,경상북도,구미시,경상북도 구미시 옥성면 휴양림길 150,36.2790723157595,128.284427328615,구미시설관리공단,지방공기업·출자출연기관,054-481-4052,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030066,"야영데크(64면),상하수도시설,샤워실,화장실",공유누리(행정안전부),Y
camp-31192,군위전투전승기념공원캠핑장,일반야영장,일반야영장,대구경북,경상북도,군위군,경상북도 군위군 삼국유사면 동부로 81,36.1104811315634,128.749180612416,군위군청,기초자치단체,054-383-7509,https://www.gunwi.go.kr/peace/index.do,"20면,야영데크, 글램핑, 기념공원",공유누리(행정안전부),Y
camp-31327,위천수변 테마파크,자동차야영장,자동차야영장,대구경북,경상북도,군위군,경상북도 군위군 효령면 간동유원지길 8,36.1757989596743,128.586465461838,군위군청,기초자치단체,054-380-7354,http://wcpark.gunwi.go.kr/page/reservation,"38면,야영사이트, 산책로, 공원",공유누리(행정안전부),Y
camp-31200,김천부항댐 산내들 오토캠핑장,일반야영장,일반야영장,대구경북,경상북도,김천시,경상북도 김천시 지례면 부항댐길 50,35.9779663027106,128.011863948746,김천시청,기초자치단체,054-431-2011,https://www.gc.go.kr/sannaedeul/main.do,"자동차(52면),전기시설, 상하수도시설, 샤워실, 산책로, 체육시설",공유누리(행정안전부),Y
camp-31353,증산수도계곡캠핑장,일반야영장,일반야영장,대구경북,경상북도,김천시,김천시 증산면 수도길 25,35.8988732237797,128.020721766738,김천시청,기초자치단체,054-434-2565,https://www.gc.go.kr/sudo/main.do,"일반(27면),전기시설,상하수도시설,샤워실",공유누리(행정안전부),Y
camp-31213,단산모노레일오토캠핑장,일반야영장,일반야영장,대구경북,경상북도,문경시,경상북도 문경시 활공장길 106,36.7368781481397,128.158313459676,문경관광진흥공단,지방공기업·출자출연기관,054-572-7273,https://www.mgtpcr.or.kr/web/page.do?menuIdx=573,"야영장 16면,단산모노레일, 레일썰매장, 모험(챌린지)시설, 별빛전망대",공유누리(행정안전부),Y
camp-31214,단산숲속캠핑장,일반야영장,일반야영장,대구경북,경상북도,문경시,경상북도 문경시 문경읍 활공장길 585,36.7302869436844,128.17420753616,문경관광진흥공단,지방공기업·출자출연기관,054-572-7273,https://www.mgtpcr.or.kr/web/monorailList.do?menuIdx=578#loadPosition,"일반야영장 16면,",공유누리(행정안전부),Y
camp-31248,문경새재국민여가캠핑장,일반야영장,일반야영장,대구경북,경상북도,문경시,경상북도 문경시 문경읍 새재1길 47,36.7548991678827,128.075375728531,문경관광진흥공단,지방공기업·출자출연기관,054-572-3762,https://www.mgtpcr.or.kr/web/page.do?menuIdx=357,"야영장 10면,스머프동, 이글루동, 놀이터, 바비큐실",공유누리(행정안전부),Y
camp-31247,문경새재국민여가캠핑장,카라반,카라반,대구경북,경상북도,문경시,경상북도 문경시 문경읍 새재1길 47,36.7548991678827,128.075375728531,문경관광진흥공단,지방공기업·출자출연기관,054-572-3762,https://www.mgtpcr.or.kr/web/page.do?menuIdx=357,"카라반 3동,스머프동, 이글루동, 놀이터, 바비큐실",공유누리(행정안전부),Y
camp-30985,불정자연휴양림 야영장,카라반,카라반,대구경북,경상북도,문경시,경상북도 문경시 불정길 180,36.6212820708846,128.136507432444,문경관광진흥공단,지방공기업·출자출연기관,054-552-9443,https://www.mgtpcr.or.kr/web/page.do?menuIdx=371,"카라반(14동),산책로, 물놀이장, 전망대, 야생화단지",공유누리(행정안전부),Y
camp-30964,문수산자연휴양림 야영장,일반야영장,일반야영장,대구경북,경상북도,봉화군,경상북도 봉화군 봉성면 시거리길 378,36.9451307056498,128.832514651022,봉화군청,기초자치단체,054-634-3700,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030102,"야영데크(12면),산림휴양관, 묵상의집, 숲속의집, 야영데크",공유누리(행정안전부),Y
camp-31568,봉화 솔향가득 서울캠핑장,일반야영장,일반야영장,대구경북,경상북도,봉화군,경상북도 봉화군 소천면 홍점길 31,36.9783580428931,129.003351136651,서울특별시,광역자치단체,054-673-3923,https://blog.naver.com/seoul_camp/221494118588,"일반(20면),샤워실, 화장실, 취사장",공유누리(행정안전부),Y
camp-31502,석문 오토캠핑장,자동차야영장,자동차야영장,대구경북,경상북도,봉화군,경상북도 봉화군 춘양면 애당리 631,37.0138111876138,128.876037341692,봉화군청,기초자치단체,054-679-6114,https://www.bonghwa.go.kr/open.content/tour/,"일반야영장(25면),계곡 물놀이",공유누리(행정안전부),Y
camp-31364,청량산캠핑장,일반야영장,일반야영장,대구경북,경상북도,봉화군,경상북도 봉화군 명호면 관창리 1726-1,36.7871487341733,128.891647492813,봉화군청,기초자치단체,054-674-3381,https://www.bonghwa.go.kr/open.content/camp/,"카라반 7동, 데크14면,화장실, 샤워실, 개수대, 취사장",공유누리(행정안전부),Y
camp-31579,문장대 야영장(상오지구),일반야영장,일반야영장,대구경북,경상북도,상주시,경상북도 상주시 화북면 상오리 571-1,36.5434208427988,127.922049059606,상주시청,기초자치단체,010-9430-9038,https://www.sangju.go.kr/tour/sights/detail.tc?mn=4033&pageSeq=2898&paramIdx=327&protocol=http,"12면,샤워장,화장실,게이트볼장,폭포,솔밭산책로,체육공원",공유누리(행정안전부),Y
camp-31578,문장대 야영장(용유지구),일반야영장,일반야영장,대구경북,경상북도,상주시,경상북도 상주시 화북면 용유리 340-8,36.5581903141665,127.922282836535,상주시청,기초자치단체,010-4032-2777,https://www.sangju.go.kr/tour/sights/detail.tc?mn=4033&pageSeq=2898&paramIdx=327&protocol=http,"17면,샤워장,화장실,족구장(농구장),풋살장,야외무대,폭포,솔밭산책로,체육공원",공유누리(행정안전부),Y
camp-31250,문장대오토캠핑장,일반야영장,일반야영장,대구경북,경상북도,상주시,경상북도 상주시 화북면 상오리 573-4,36.5441356,127.9247206,상주시청,기초자치단체,054-533-1165,https://www.mjdcamp.kr:455/,"23면,관리사무소,화장실,샤워실",공유누리(행정안전부),Y
camp-31569,상주 감꽃마을 서울캠핑장,일반야영장,일반야영장,대구경북,경상북도,상주시,경상북도 상주시 선상서로 1587,36.330114621932,128.213481966155,서울특별시,광역자치단체,054-535-8914,https://blog.naver.com/seoul_camp/221494122059,"일반(20면),샤워실, 화장실, 취사장",공유누리(행정안전부),Y
camp-30997,상주 성주봉자연휴양림 야영장,일반야영장,일반야영장,대구경북,경상북도,상주시,경상북도 상주시 은척면 성주봉로 3,36.5335975541298,128.040757747721,상주군청,기초자치단체,054-541-6512,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030039,"야영데크(55면),물놀이장, 족구장, 세마나실, 식당, 매정",공유누리(행정안전부),Y
camp-31273,상주보 오토캠핑장,자동차야영장,자동차야영장,대구경북,경상북도,상주시,경상북도 상주시 도남동 120-4,36.4492647496262,128.257376748504,상주시청,기초자치단체,054-500-7003,http://seksj.co.kr/,"60면,샤워장,화장실,개수대",공유누리(행정안전부),Y
camp-31193,금수문화공원 야영장,자동차야영장,자동차야영장,대구경북,경상북도,성주군,경상북도 성주군 금수면 무학리 47,35.9201474448441,128.122213485214,성주군청,기초자치단체,054-932-1456,https://www.sj.go.kr/gumsu/main.do,"26면,샤워장,개수대,전기,계곡,관리사무소",공유누리(행정안전부),Y
camp-31207,남작골농촌체험마을야영장,일반야영장,일반야영장,대구경북,경상북도,성주군,경상북도 성주군 수륜면 보월로 8-23,35.8036361365316,128.270566138994,성주군청,기초자치단체,054-930-6373,https://sori114.com/sori/board.php?board=acc&command=body&no=38427,"15면,수영장,풋살장,샤워장,개수대,관리사무소",공유누리(행정안전부),Y
camp-31215,단호샌드파크캠핑장,자동차야영장,자동차야영장,대구경북,경상북도,안동시,경상북도 안동시 남후면 단호리 76-3,36.5557734436432,128.63031847286,안동시시설관리공단,지방공기업·출자출연기관,054-850-4595,https://www.danhosand.or.kr:1002/coding/sub4/sub2.asp,"2,다목적구장,농구장,어린이놀이시설 등",공유누리(행정안전부),Y
camp-31030,안동계명산자연휴양림 야영장,일반야영장,일반야영장,대구경북,경상북도,안동시,경상북도 안동시 길안면 고란길 207-99,36.4101204613848,128.946513363131,안동시시설관리공단,지방공기업·출자출연기관,054-850-4700,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030029,"야영데크(10면),산책로, 물놀이장, 대강당",공유누리(행정안전부),Y
camp-31311,영덕 고래불 국민 야영장,카라반,카라반,대구경북,경상북도,영덕군,경상북도 영덕군 병곡면 고래불로 12,36.5675496296644,129.423327746876,영덕군청,기초자치단체,054-734-7880,http://stay.yd.go.kr/,"카라반 사이트 25동,수상레저,낚시,해수욕,샤워장,취사장",공유누리(행정안전부),Y
camp-31314,영덕 해맞이 캠핑장,카라반,카라반,대구경북,경상북도,영덕군,경상북도 영덕군 영덕읍 해맞이길 254-69,36.4179935045404,129.420286340683,영덕군청,기초자치단체,054-730-7023,http://stay.yd.go.kr/,"캡슐하우스 10동,휴양시설, 쉼터(야외데크)",공유누리(행정안전부),Y
camp-31277,생태공원사업소 캠핑장,일반야영장,일반야영장,대구경북,경상북도,영양군,경상북도 영양군 수비면 수하리 240,36.8377412599802,129.271166578838,영양군청,기초자치단체,054-680-5325,https://www.yyg.go.kr/np/camping,"37사이트,계곡, 테니스장, 족구장, 천문대 등",공유누리(행정안전부),Y
camp-31261,별빛야영장,자동차야영장,자동차야영장,대구경북,경상북도,영천시,경상북도 영천시 화북면 정각리 산206-1,36.1407156131881,128.995465874133,영천시 시설관리공단,지방공기업·출자출연기관,054-330-2764,https://tickets.interpark.com/goods/18012813,"30면,전기시설,상하수도시설,샤워실",공유누리(행정안전부),Y
camp-31260,별빛야영장,글램핑,글램핑,대구경북,경상북도,영천시,경상북도 영천시 화북면 정각리 695,36.1406672021995,128.998109168969,영천시 시설관리공단,지방공기업·출자출연기관,054-330-2764,https://tickets.interpark.com/goods/18012813,"7동,전기시설,상하수도시설,샤워실",공유누리(행정안전부),Y
camp-30976,보현산자연휴양림 야영장,일반야영장,일반야영장,대구경북,경상북도,영천시,경상북도 영천시 화북면 배나무정길 334,36.1416418514873,128.978627527783,영천시청,기초자치단체,054-336-6618,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030105,"24면,세미나실, 하늘광장, 다목적구장, 출렁다리, 산책로, 놀이터",공유누리(행정안전부),Y
camp-31056,운주산승마자연휴양림 야영장,일반야영장,일반야영장,대구경북,경상북도,영천시,경상북도 영천시 임고면 승마휴양림길 105,36.0351031079953,128.996734598345,영천시시설관리공단,지방공기업·출자출연기관,054-330-2770,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030081,"야영데크(10면),다목적구장, 물놀이장, 포레스트캠프장, 세미나실",공유누리(행정안전부),Y
camp-31371,치산 관광지 캠핑장,카라반,카라반,대구경북,경상북도,영천시,경상북도 영천시 신녕면 치산관광길 263,36.0491430346908,128.712808386993,영천시 시설관리공단,지방공기업·출자출연기관,054-330-2765,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20010339,"카라반(23대), 캐빈하우스(5동),상하수도, 전기, 샤워실, 취사",공유누리(행정안전부),Y
camp-31271,삼강나루캠핑장,자동차야영장,자동차야영장,대구경북,경상북도,예천군,경상북도 예천군 풍양면 삼강리길 47-14,36.5643444091036,128.300739830431,예천군청,기초자치단체,054-652-5554,삼강나루캠핑장.kr,"사이트(20면), 펜션동(10면),산책로, 분수대",공유누리(행정안전부),Y
camp-31317,예천군 곤충나라 사과테마파크 오토캠핑장,일반야영장,일반야영장,대구경북,경상북도,예천군,경상북도 예천군 효자면 제촌길 58-2,36.8029800518273,128.453843277804,예천군청,기초자치단체,054-650-6295,https://www.ycg.kr/open.content/ko/section/agriculture/apple.park/camping/,"데크(16면), 자갈(5면),산책로,강/물놀이",공유누리(행정안전부),Y
camp-gc-014,울릉군국민여가캠핑장,일반야영장,일반야영장/자동차야영장/글램핑/카라반,대구경북,경상북도,울릉군,경상북도 울릉군 서면 울릉순환로 1580,,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-31387,학포야영장,일반야영장,일반야영장,대구경북,경상북도,울릉군,경상북도 울릉군 서면 학포길 133-11,37.5035661168993,130.806384910682,울릉군청,기초자치단체,054-791-3338,http://ulleung.go.kr/tour/page.htm?mnu_uid=2085&,"12면,취사장, 주차장",공유누리(행정안전부),Y
camp-30838,구수곡자연휴양림 야영장,일반야영장,일반야영장,대구경북,경상북도,울진군,경상북도 울진군 북면 십이령로 2721,37.0621216154365,129.292927933864,울진군청,기초자치단체,054-783-2241,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030073,"40면,야영장, 물놀이장",공유누리(행정안전부),Y
camp-31179,고운마을캠핑장,자동차야영장,자동차야영장,대구경북,경상북도,의성군,경상북도 의성군 단촌면 고운사길 203-21,36.4611805052885,128.724616493458,의성군청,기초자치단체,054-833-2446,http://www.gowoon.or.kr/sub6_1.html,"자동차(25면),다목적교실, 공방",공유누리(행정안전부),Y
camp-31328,의성펫월드 오토캠핑장,자동차야영장,자동차야영장,대구경북,경상북도,의성군,경상북도 의성군 단북면 안계길 255-13,36.3921849378358,128.427291455337,의성군청,기초자치단체,054-830-6616,https://www.usc.go.kr/petworld/main.tc,"134.41,",공유누리(행정안전부),Y
camp-31322,운문산군립공원 소머리 야영장,일반야영장,일반야영장,대구경북,경상북도,청도군,경상북도 청도군 운문면 신원리 2087,35.6753307688401,128.955477503711,청도군청,기초자치단체,010-2565-8837,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2439&viewType=read01,"112,낚시,강/물놀이",공유누리(행정안전부),Y
camp-31362,청도신화랑 풍류마을 오토캠핑장,자동차야영장,자동차야영장,대구경북,경상북도,청도군,경상북도 청도군 운문면 신화랑길 1,35.7180764534814,128.92230743785,청도우리정신문화재단,지방공기업·출자출연기관,054-370-7300,http://cdws.or.kr/open.content/hwarang/facilities/camp/,"오토(43면), 화장실,샤워실,개수대",공유누리(행정안전부),Y
camp-31168,가산산성 야영장,일반야영장,일반야영장,대구경북,경상북도,칠곡군,경상북도 칠곡군 동명면 한티로 1034,36.0161981021863,128.618106455606,팔공산도립공원관리사무소,기초자치단체,054-880-8300,https://camping.gb.go.kr/main.php,"텐트(200면),야영장 주차장 취사장 급수장",공유누리(행정안전부),Y
camp-31021,송정자연휴양림 야영장,일반야영장,일반야영장,대구경북,경상북도,칠곡군,경상북도 칠곡군 석적읍 반계3길 88,36.0233340443059,128.441641314903,칠곡군청,기초자치단체,054-979-6066,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030076,"야영데크(60면),물놀이장, 바비규장, 피크닉장",공유누리(행정안전부),Y
camp-31372,칠곡보 오토캠핑장,자동차야영장,자동차야영장,대구경북,경상북도,칠곡군,경상북도 칠곡군 약목면 강변서로 110-43,36.0205893428226,128.394567851472,칠곡군청,기초자치단체,054-974-9772,https://camp.xticket.kr/web/main?shopEncode=3b8dfd4fe83ef398626319d169929b5df473aafca57da427af869db901ce8b86,"캠핑장 99면,실내개수대, 화장실, 샤워장 등",공유누리(행정안전부),Y
camp-31098,팔공산금화자연휴양림 야영장,일반야영장,일반야영장,대구경북,경상북도,칠곡군,경상북도 칠곡군 가산면 가산로 323,36.0517189948301,128.555351157066,경상북도산림자원개발원,지방공기업·출자출연기관,054-971-1551,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030006,"야영데크(17면),다목적구장, 어린이놀이터, 강당",공유누리(행정안전부),Y
camp-30992,비학산자연휴양림 야영장,일반야영장,일반야영장,대구경북,경상북도,포항시,경상북도 포항시 북구 기북면 비학산길 302,36.1470350841351,129.211106941883,포항시청,기초자치단체,054-252-3275,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030052,"6면,산림휴양관, 숲속의 집, 테라스하우스, 카라반, 야외데크, 생태숲",공유누리(행정안전부),Y
camp-gc-015,포항국민여가캠핑장,일반야영장,일반야영장/자동차야영장/글램핑/카라반,대구경북,경상북도,포항시,경상북도 포항시 남구 연일읍 중명길 175,,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-31383,포항시 국민여가캠핑장,일반야영장,일반야영장,대구경북,경상북도,포항시,경상북도 포항시 남구 연일읍 중명길 175,35.9809304799939,129.313940976244,포항시청,기초자치단체,054-256-8579,https://www.pohang.go.kr/camping/web/,"일반(30면),샤워실, 화장실, 분리수거장, 급수대, 전기시설",공유누리(행정안전부),Y
camp-31219,달서별빛캠프 캠핑장,일반야영장,일반야영장,대구경북,대구광역시,달서구,대구 달서구 앞산순환로 248 (송현동),35.8232403786948,128.557039480382,달서구청,기초자치단체,053-667-3191,https://camp.xticket.kr/web/main?shopEncode=f27ad3485cf140b64341e2cc975c376d14561a12aca07349ae393d97379882c7,"데크(15면), 숲속데크(11면), 오토(15면),화장실,샤워실,취사장,물놀이장,놀이터",공유누리(행정안전부),Y
camp-31203,낙동강레포츠밸리 강변오토캠핑장,카라반,카라반,대구경북,대구광역시,달성군,대구광역시 달성군 구지면 구지서로 199,35.6719915803351,128.371669830357,달성군시설관리공단,지방공기업·출자출연기관,053-659-4150,https://www.dssiseol.or.kr/pages/yeyak_sports/page.html?mc=1135,"일반(7면), 오토(30면),전기시설,상하수도시설,화장실,샤워실,취사시설",공유누리(행정안전부),Y
camp-31204,낙동강레포츠밸리 구지오토캠핑장,카라반,카라반,대구경북,대구광역시,달성군,대구광역시 달성군 구지면 구지서로 199,35.6719915803351,128.371669830357,달성군시설관리공단,지방공기업·출자출연기관,053-659-4150,https://www.dssiseol.or.kr/pages/yeyak_sports/page.html?mc=1186,"카라반(17대),전기시설,상하수도시설,화장실,샤워실,취사시설",공유누리(행정안전부),Y
camp-30989,비슬산자연휴양림 야영장,자동차야영장,자동차야영장,대구경북,대구광역시,달성군,대구광역시 달성군 유가읍 일연선사길 99,35.6900115304704,128.512901658629,달성군시설관리공단,지방공기업·출자출연기관,053-659-4400,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030093,"24면,세미나실. 오름등반로. 야외공연장",공유누리(행정안전부),Y
camp-31237,도학 오토캠핑장,자동차야영장,자동차야영장,대구경북,대구광역시,동구,대구광역시 동구 도학동 110,35.981930173562,128.703664360641,대구광역시 팔공산자연공원관리사무소,광역자치단체,053-981-8036,http://yeyak.daegu.go.kr/yeyak/main/mainPage.do,"자동차(24면),산책로, 음수대, 취사장, 샤워장, 화장실",공유누리(행정안전부),Y
camp-31239,동화야영장,일반야영장,일반야영장,대구경북,대구광역시,동구,대구광역시 동구 팔공산로 199길 6-1(용수동),35.9899418871729,128.696173396579,대구광역시 팔공산자연공원관리사무소,광역자치단체,053-803-7152,https://yeyak.daegu.go.kr/yeyak/PageLink.do?link=/guide/fac_guide26,"일반(44면),산책로, 음수대, 취사장, 샤워장, 화장실",공유누리(행정안전부),Y
camp-31264,봉무공원야영장,일반야영장,일반야영장,대구경북,대구광역시,동구,대구시 동구 팔공로 50길 66,35.9219591877382,128.650179861056,대구동구청,기초자치단체,053-662-2624,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1378,"3,600㎡(야영장 3단, 텐트 10동 설치가능),화장실,취사시설,상하수도",공유누리(행정안전부),Y
camp-31376,파계 오토캠핑장,자동차야영장,자동차야영장,대구경북,대구광역시,동구,대구광역시 동구 파계로 707-14,35.99301857751,128.636951408991,대구광역시 팔공산자연공원관리사무소,광역자치단체,053-803-7140,http://yeyak.daegu.go.kr/yeyak/main/mainPage.do,"자동차(29면),산책로, 음수대, 취사장, 샤워장, 화장실",공유누리(행정안전부),Y
camp-31196,금호강 산격야영장,일반야영장,일반야영장,대구경북,대구광역시,북구,대구광역시 북구 산격동 1477-1,35.909619577622,128.603809149623,대구광역시 시설안전관리사업소,광역자치단체,053-382-5801,http://noricamp.com/site/%EA%B8%88%ED%98%B8%EA%B0%95%20%EC%82%B0%EA%B2%A9%20%EC%95%BC%EC%98%81%EC%9E%A5,"일반(30면 예정),화장실2개소, 개수대 1개소",공유누리(행정안전부),Y
camp-31197,금호강 오토캠핑장,일반야영장,일반야영장,대구경북,대구광역시,북구,대구광역시 북구 검단동 458-4번지,35.9186366584404,128.611496244201,대구북구청,기초자치단체,053-719-3300,https://www.buk.daegu.kr/reserve/index.do?menu_id=00002981,"오토캠핑장 16면,산책로,운동장,낚시",공유누리(행정안전부),Y
camp-31358,진밭골야영장,일반야영장,일반야영장,대구경북,대구광역시,수성구,대구광역시 수성구 진밭길 112 (범물동),35.8168734515841,128.660498754742,대구광역시 수성구,광역자치단체,053-666-3477,https://www.suseong.kr/camping/,"일반(11면),계곡 물놀이, 산책로",공유누리(행정안전부),Y
camp-31356,진밭골야영장,카라반,카라반,대구경북,대구광역시,수성구,대구 수성구 진밭길 112 (범물동),35.8168734515841,128.660498754742,대구광역시 수성구,광역자치단체,053-666-3477,https://www.suseong.kr/camping/,"5동,계곡 물놀이, 산책로",공유누리(행정안전부),Y
camp-gc-017,산디마을 생태공원 캠핑장,일반야영장,일반야영장/자동차야영장/글램핑/카라반,대전충남,대전광역시,대덕구,대전광역시 대덕구 장동 685-1,,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-31580,상소오토캠핑장,일반야영장,일반야영장,대전충남,대전광역시,동구,대전광역시 동구 산내로 748,36.237996861098,127.468969195371,대전 동구청,기초자치단체,042-273-4174,https://www.sangsocamping.kr:453/camping.asp,"일반야영장(27면),화장실, 취사장, 샤워실, 매점 등",공유누리(행정안전부),Y
camp-31065,장태산자연휴양림 야영장,일반야영장,일반야영장,대전충남,대전광역시,서구,대전광역시 서구 장안동 장안로 461,36.2159674164178,127.341277658507,대전광역시공원관리시업소,광역자치단체,042-270-7882,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030106,"야영데크(6면), 파쇄석(14면),출렁다리, 숲속어드벤쳐, 회의실",공유누리(행정안전부),Y
camp-31384,하기숲캠핑장,일반야영장,일반야영장,대전충남,대전광역시,유성구,대전 유성구 하기동 259,36.3932359181113,127.332316806943,유성구청,기초자치단체,070-7727-5500,https://www.hgscamp.kr:454/,"자동차야영장(14면),, 어린이놀이터, 산책로, 바비큐장, 생태연못",공유누리(행정안전부),Y
camp-30934,금강자연휴양림 야영장,일반야영장,일반야영장,대전충남,세종특별자치시,금남면,세종특별자치시 금남면 산림박물관길 110,36.4376993757342,127.232743326942,충청남도산림자원연구소,지방공기업·출자출연기관,041-635-7400,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030085,"캐빈(5동), 데크(10면), 노지(10면),산책로, 잔디광장,수영장",공유누리(행정안전부),Y
camp-31584,세종합강캠핑장,자동차야영장,자동차야영장,대전충남,세종특별자치시,연기면,세종특별자치시 연기면 태산로 329,36.517476260818,127.337183140324,세종시청 치수방재과,기초자치단체,044-850-1117,https://www.sjfmc.or.kr/kor/sub04_10_02.do,"150,000㎡ 오토캠핑존(124면),오토캠핑존(124), 태극캠핑존(29), 바비큐장(6), 화장실(6), 샤워실(6), 개수대(6), 놀이터(3), 관리사무소 등",공유누리(행정안전부),Y
camp-31340,전월산 국민여가캠핑장,일반야영장,일반야영장,대전충남,세종특별자치시,연기면,세종특별자치시 연기면 세종리 644-502,36.5134898,127.300078,세종시청 관광문화재과,기초자치단체,044-850-1379,http://forest.maketicket.co.kr/ticket/GD98,"4,505㎡, 이지캠핑존(8면), 오토캠핑존(14면),산책로",공유누리(행정안전부),Y
camp-30828,공주산림휴양마을 야영장,일반야영장,일반야영장,대전충남,충청남도,공주시,충청남도 공주시 수원지공원길 222,36.4244252421143,127.119319981992,공주시시설관리사업소,기초자치단체,041-855-0855,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030011,"노지(10면), 야영데크(10면),산책로, 썰매장, 생태공원, 목재문화체험관",공유누리(행정안전부),Y
camp-31181,공주한옥마을 웅진오토캠핑장,자동차야영장,자동차야영장,대전충남,충청남도,공주시,충청남도 공주시 웅진동 관광단지길 12,36.464685623294,127.107591634932,공주시청,기초자치단체,041-840-8900,https://www.gongju.go.kr/hanok/,"자동차(4면),산책로, 둘레길, 전통문화체험, 공방",공유누리(행정안전부),Y
camp-gc-031,금산 국민여가캠핑장,일반야영장,일반야영장/자동차야영장/글램핑/카라반,대전충남,충청남도,금산군,충청남도 금산군 제원면 닥실길 16,,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-30939,남이자연휴양림 야영장,일반야영장,일반야영장,대전충남,충청남도,금산군,충청남도 금산군 남이면 느티골길 200,36.0677603702882,127.36909272198,금산군청,기초자치단체,041-753-5706,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030063,"56면, 캠핑카전용(14면),목재문화채험장, 산책로, 생태숲, 산림욕장",공유누리(행정안전부),Y
camp-31329,인삼골오토캠핑장,일반야영장,일반야영장,대전충남,충청남도,금산군,충청남도 금산군 제원면 용화리 271-1,36.0926338,127.5850191,금산군청,기초자치단체,041-752-1210,https://camp.xticket.kr/web/main?shopEncode=15e1aaac36257a8e149e7dbb83f15fc65715e5f3d4b7687daf6165ce78c5ccf7,"55,계곡 물놀이,산책로,낚시,어린이놀이시설",공유누리(행정안전부),Y
camp-31230,대둔산 수락캠핑장,일반야영장,일반야영장,대전충남,충청남도,논산시,충청남도 논산시 벌곡면 수락계곡길 274-15,36.1416810975072,127.301682525199,논산시청,기초자치단체,041-733-1661,http://surakcamping.com/,"일반(37면),화장실, 음수대, 샤워장",공유누리(행정안전부),Y
camp-31034,양촌자연휴양림 야영장,글램핑,글램핑,대전충남,충청남도,논산시,충청남도 논산시 양촌면 매죽헌로1723번길 176-23,36.1572604394275,127.24648455167,논산시청,기초자치단체,041-746-6481,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030034,"글램핑장(8동),산책로, 바비큐장",공유누리(행정안전부),Y
camp-31224,당진난지도 국민여가캠핑장,일반야영장,일반야영장,대전충남,충청남도,당진시,충청남도 당진시 석문면 난지도리 701,37.0445431343426,126.424809781136,당진항만관광공사,지방공기업·출자출연기관,041-363-9229,http://camping.dpto.or.kr/sub3/3_2.php,"31,전기시설,상하수도시설,화장실,샤워실",공유누리(행정안전부),Y
camp-31225,당진해양캠핑공원,일반야영장,일반야영장,대전충남,충청남도,당진시,충청남도 당진시 신평면 산정길 112,36.8959704113251,126.817981883718,당진항만관광공사,지방공기업·출자출연기관,041-363-9229,http://camping.dpto.or.kr/sub3/3_1.php,"일반(19면),화장실,샤워장",공유누리(행정안전부),Y
camp-31320,왜목오토캠핑장,자동차야영장,자동차야영장,대전충남,충청남도,당진시,충청남도 당진시 석문면 왜목길 16-16,37.043556365195,126.525896216643,당진항만관광공사,지방공기업·출자출연기관,041-363-9229,http://camping.dpto.or.kr/sub3/3_3.php,"일반(7면),카라반가능(14면),화장실,샤워장",공유누리(행정안전부),Y
