id,name,type,operator,operator_class,operator_level,sido,sigungu,region,address,lat,lng,tel,homepage,price,facilities,source
camp-31155,염포야영장,일반야영장,다도해국립공원,국가기관,,전남광주통합특별시,고흥군,광주전남,전남광주통합특별시 고흥군 봉래면 우주로 3844,34.4302770299951,127.494443732443,061-835-7828,https://reservation.knps.or.kr/information/campInfo.action?seqId=B091003,,"일반(15면),샤워장,개수대,영지형태,목재데크",공유누리(행정안전부)
camp-31160,팔영산야영장,자동차야영장,다도해국립공원,국가기관,,전남광주통합특별시,고흥군,광주전남,전남광주통합특별시 고흥군 점암면 성기리 산 132-4번지,34.6364304141142,127.417885091113,061-835-7828,https://reservation.knps.or.kr/information/campInfo.action?seqId=B091001,,"자동차(62면),Wifi,샤워장,개수대,전기,계곡,탐방로",공유누리(행정안전부)
camp-31572,양을산산림욕장,국·공립 휴양림,목포문화관광,기타(위탁·민간),,전남광주통합특별시,목포시,광주전남,전남광주통합특별시 목포시 상동 산34-3,34.821386877109,126.407494526691,061-270-8178,https://www.mokpo.go.kr/tour/attraction/park?mode=view&idx=7475,,",유아숲체험원, 화장실, 생태학습장, 실내교육장",공유누리(행정안전부)
camp-30849,국립낙안민속자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,전남광주통합특별시,순천시,광주전남,전남광주통합특별시 순천시 낙안면 민속마을길 1600,34.9122678901314,127.352388399437,061-754-4400,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0200,,"숙박시설(21개),산책로, 체험프로그램(15개)",공유누리(행정안전부)
camp-31120,가인야영장,일반야영장,내장산국립공원,국가기관,,전남광주통합특별시,장성군,광주전남,전남광주통합특별시 장성군 북하면 약수리 108,35.4330226319626,126.881345194946,061-393-3088,https://reservation.knps.or.kr/information/campInfo.action?seqId=B041001,,"일반(48면), 카라반(4면),테이블,개수대,전기,계곡,탐방로,무장애",공유누리(행정안전부)
camp-30867,국립방장산자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,전남광주통합특별시,장성군,광주전남,전남광주통합특별시 장성군 북이면 방장로 353,35.4440521783634,126.751405281427,061-394-5523,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0181,,"숙박시설(20개),에코어드벤처, 잔디광장, 산책로, 회의실(1), 체험프로그램(16개)",공유누리(행정안전부)
camp-30910,국립천관산자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,전남광주통합특별시,장흥군,광주전남,전남광주통합특별시 장흥군 관산읍 칠관로 842-1150,34.5452665935984,126.899658056443,061-867-6974,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0196,,"야영장(13면),반려견동반객실,산책로, 체험프로그램(7개)",공유누리(행정안전부)
camp-30909,국립천관산자연휴양림 야영장,일반야영장,국립자연휴양림관리소,국가기관,,전남광주통합특별시,장흥군,광주전남,전남광주통합특별시 장흥군 관산읍 칠관로 842-1150,34.5452665935984,126.899658056443,061-867-6974,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0196,,"숙박시설(15개),반려견동반객실,산책로, 체험프로그램(7개)",공유누리(행정안전부)
camp-31057,유치자연휴양림,국·공립 휴양림,금진임업영농조합법인,기타(위탁·민간),,전남광주통합특별시,장흥군,광주전남,전남광주통합특별시 장흥군 유치면 휴양림길 154,34.7680642186415,126.832350965021,061-863-6350,https://www.jangheung.go.kr/yuchi,,"숲속의집(17동),정자, 물놀이장, 운동장, 출렁다리, 계곡",공유누리(행정안전부)
camp-31058,유치자연휴양림 야영장,일반야영장,금진임업영농조합법인,기타(위탁·민간),,전남광주통합특별시,장흥군,광주전남,전남광주통합특별시 장흥군 유치면 휴양림길 154,34.7680642186415,126.832350965021,061-863-6350,https://www.jangheung.go.kr/yuchi,,"야영데크(44면),정자, 물놀이장, 운동장, 출렁다리, 계곡",공유누리(행정안전부)
camp-30908,국립진도자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,전남광주통합특별시,진도군,광주전남,전남광주통합특별시 진도군 임회면 동령개길 1-92,34.3575366989737,126.186438767693,061-542-2346,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0201,,"숙박시설(27개),산책로, 체험프로그램(13개)",공유누리(행정안전부)
camp-30882,국립신시도자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,전북특별자치도,군산시,전북,전라북도 군산시 옥도면 신시도길 271,35.8281389461759,126.446764656336,063-464-5580,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0301,,"숙박시설(52개),커뮤니티센터,야외공연장,산책로, 전망대(2)",공유누리(행정안전부)
camp-31129,달궁자동차야영장,자동차야영장,지리산국립공원,국가기관,,전북특별자치도,남원시,전북,전라북도 남원시 산내면 덕동리 281,35.3548230834551,127.558540426211,063-630-8900,https://reservation.knps.or.kr/information/campInfo.action?seqId=B012002,,"자동차(200면),샤워장,개수대,전기,계곡",공유누리(행정안전부)
camp-31130,달궁힐링야영장,일반야영장,지리산국립공원,국가기관,,전북특별자치도,남원시,전북,전라북도 남원시 산내면 덕동리 287-3,35.3519289880171,127.55544328163,063-630-8900,https://reservation.knps.or.kr/information/campInfo.action?seqId=B012005,,"일반(70면),테이블,개수대,계곡",공유누리(행정안전부)
camp-31132,덕동자동차야영장,일반야영장,지리산국립공원,국가기관,,전북특별자치도,남원시,전북,전라북도 남원시 산내면 지리산로 593,35.365716015378,127.568419414721,063-630-8900,https://reservation.knps.or.kr/information/campInfo.action?seqId=B012003,,"일반(58면),Wifi,개수대,계곡",공유누리(행정안전부)
camp-31141,뱀사골자동차야영장,자동차야영장,지리산국립공원,국가기관,,전북특별자치도,남원시,전북,전라북도 남원시 산내면 와운길 10,35.3717976710154,127.579135305789,063-630-8900,https://reservation.knps.or.kr/information/campInfo.action?seqId=B012006,,"자동차(30면),테이블,개수대,계곡,탐방로",공유누리(행정안전부)
camp-31142,뱀사골힐링야영장,일반야영장,지리산국립공원,국가기관,,전북특별자치도,남원시,전북,전라북도 남원시 산내면 와운길 29,35.370002351867,127.579773141098,063-630-8900,https://reservation.knps.or.kr/information/campInfo.action?seqId=B012004,,"일반(30면),테이블,개수대,계곡,탐방로",공유누리(행정안전부)
camp-31164,학천카라반야영장,자동차야영장,지리산국립공원,국가기관,,전북특별자치도,남원시,전북,전라북도 남원시 산내면 지리산로 712,35.3701174769349,127.572356004541,063-630-8950,https://reservation.knps.or.kr/information/campInfo.action?seqId=B012010,,"24면, 카라반(3동),샤워장,개수대,전기,계곡,카라반",공유누리(행정안전부)
camp-31117,흥부골자연휴양림,국·공립 휴양림,(사)자연휴양림협회,기타(위탁·민간),,전북특별자치도,남원시,전북,전라북도 남원시 인월면 구인월길 125,35.450502944646,127.589636043395,063-636-4032,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030101,,"숲속의집(9동),물놀이장, 체육공원",공유누리(행정안전부)
camp-31118,흥부골자연휴양림 야영장,자동차야영장,(사)자연휴양림협회,기타(위탁·민간),,전북특별자치도,남원시,전북,전라북도 남원시 인월면 구인월길 125,35.450502944646,127.589636043395,063-636-4032,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030101,,"사이트(9면), 자동차영지(21면),물놀이장, 체육공원",공유누리(행정안전부)
camp-30860,국립덕유산자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,전북특별자치도,무주군,전북,전라북도 무주군 무풍면 구천동로 530-62,35.9058130787548,127.814209774823,063-322-1097,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0141,,"숙박시설(31개),야생화원, 산책로, 회의실(1), 체험프로그램(11개)",공유누리(행정안전부)
camp-30861,국립덕유산자연휴양림 야영장,일반야영장,국립자연휴양림관리소,국가기관,,전북특별자치도,무주군,전북,전라북도 무주군 무풍면 구천동로 530-62,35.9058130787548,127.814209774823,063-322-1097,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0141,,"야영장(28면),야생화원, 산책로, 회의실(1), 체험프로그램(11개)",공유누리(행정안전부)
camp-31134,덕유대야영장,일반야영장,덕유산국립공원,국가기관,,전북특별자치도,무주군,전북,전라북도 무주군 설천면 삼공리 469-8,35.8894749592416,127.773242426701,063-322-3173,https://reservation.knps.or.kr/information/campInfo.action?seqId=B051002,,"일반(426면),샤워장,개수대,탐방로",공유누리(행정안전부)
camp-30871,국립변산자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,전북특별자치도,부안군,전북,전라북도 부안군 변산면 변산로 3768,35.5828777262474,126.523728980711,063-581-9977,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0189,,"숙박시설(43개),산책로, 회의실(1), 식당, 체험프로그램(8개)",공유누리(행정안전부)
camp-30927,국립회문산자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,전북특별자치도,순창군,전북,전라북도 순창군 구림면 안심길 214,35.4982999275985,127.121605409616,063-653-4779,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0188,,"야영장(21면),산책로, 체험프로그램(16개)",공유누리(행정안전부)
camp-30926,국립회문산자연휴양림 야영장,일반야영장,국립자연휴양림관리소,국가기관,,전북특별자치도,순창군,전북,전라북도 순창군 구림면 안심길 214,35.4982999275985,127.121605409616,063-653-4779,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0188,,"숙박시설(17개),산책로, 체험프로그램(16개)",공유누리(행정안전부)
camp-30897,국립운장산자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,전북특별자치도,진안군,전북,전라북도 진안군 정천면 휴양림길 77,35.899246067038,127.421109599466,063-432-1193,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0194,,"숙박시설(25개),산책로, 체험프로그램(16개)",공유누리(행정안전부)
camp-30898,국립운장산자연휴양림 야영장,일반야영장,국립자연휴양림관리소,국가기관,,전북특별자치도,진안군,전북,전라북도 진안군 정천면 휴양림길 77,35.899246067038,127.421109599466,063-432-1193,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0194,,"야영장(20면),산책로",공유누리(행정안전부)
camp-31122,관음사지구야영장,일반야영장,한라산국립공원,국가기관,,제주특별자치도,제주시,제주,제주특별자치도 제주시 오등동 산록북로 588 일원,33.4216134051671,126.549757591879,064-756-9950,선착순,,"일반(67면),산책로,놀이터",공유누리(행정안전부)
camp-31137,동학사자동차야영장,자동차야영장,계룡산국립공원,국가기관,,충청남도,공주시,대전충남,충청남도 공주시 반포면 동학사2로 115-16,36.3577207697997,127.241592503447,042-825-3005,https://reservation.knps.or.kr/information/campInfo.action?seqId=B161001,,"자동차(22면),테이블,개수대,전기",공유누리(행정안전부)
camp-30886,국립오서산자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,충청남도,보령시,대전충남,충청남도 보령시 청라면 오서산길 531,36.4534334284365,126.672911759489,041-936-5465,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0191,,"숙박시설(25개),회의실(2), 샤워실",공유누리(행정안전부)
camp-30887,국립오서산자연휴양림 야영장,일반야영장,국립자연휴양림관리소,국가기관,,충청남도,보령시,대전충남,충청남도 보령시 청라면 오서산길 531,36.4534334284365,126.672911759489,041-936-5465,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0191,,"야영장(8면),회의실(2), 샤워실",공유누리(행정안전부)
camp-30890,국립용현자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,충청남도,서산시,대전충남,충청남도 서산시 운산면 마애삼존불길 339,36.7518807760216,126.607639772557,041-664-1971,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0220,,"숙박시설(23개),계곡 물놀이,산책로,어린이놀이시설, 세미나실(1), 체험프로그램(19개)",공유누리(행정안전부)
camp-30891,국립용현자연휴양림 야영장,일반야영장,국립자연휴양림관리소,국가기관,,충청남도,서산시,대전충남,충청남도 서산시 운산면 마애삼존불길 339,36.7518807760216,126.607639772557,041-664-1971,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0220,,"야영장(20면),계곡 물놀이,산책로,어린이놀이시설, 세미나실(1), 체험프로그램(19개)",공유누리(행정안전부)
camp-30929,국립희리산자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,충청남도,서천군,대전충남,충청남도 서천군 종천면 희리산길 206,36.1126286923565,126.664147238571,041-953-2230,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0187,,"숙박시설(34개),산책로,농구장,배구장, 체험프로그램(17걔)",공유누리(행정안전부)
camp-30930,국립희리산자연휴양림 야영장,자동차야영장,국립자연휴양림관리소,국가기관,,충청남도,서천군,대전충남,충청남도 서천군 종천면 희리산길 206,36.1126286923565,126.664147238571,041-953-2230,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0187,,"캠핑카야영장(22면),산책로,농구장,배구장",공유누리(행정안전부)
camp-31138,몽산포야영장,자동차야영장,태안해안국립공원,국가기관,,충청남도,태안군,대전충남,충청남도 태안군 남면 몽산포길 63-43,36.6702272173478,126.288448199746,070-7004-5349,https://reservation.knps.or.kr/information/campInfo.action?seqId=B081002,,"자동차(155면),테이블,샤워장,개수대,탐방로,화롯대",공유누리(행정안전부)
camp-31163,학암포야영장,자동차야영장,태안해안국립공원,국가기관,,충청남도,태안군,대전충남,충청남도 태안군 원북면 옥파로 1152-37,36.8979948831707,126.207264666745,070-7601-4033,https://reservation.knps.or.kr/information/campInfo.action?seqId=B081001,,"자동차(84면), 카라반(16면),샤워장,개수대,전기,탐방로,화롯대",공유누리(행정안전부)
camp-30924,국립황정산자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,충청북도,단양군,충북,충청북도 단양군 대강면 황정산로 239-11,36.8400346642939,128.348945592993,043-421-0608,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0242,,"숙박시설(21개),산책로, 체험프로그램(24개)",공유누리(행정안전부)
camp-30925,국립황정산자연휴양림 야영장,일반야영장,국립자연휴양림관리소,국가기관,,충청북도,단양군,충북,충청북도 단양군 대강면 황정산로 239-11,36.8400346642939,128.348945592993,043-421-0608,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0242,,"야영장(8면),산책로, 체험프로그램(24개)",공유누리(행정안전부)
camp-31125,남천야영장,일반야영장,소백산국립공원,국가기관,,충청북도,단양군,충북,충청북도 단양군 영춘면 남천계곡로 381-7,37.0376688477384,128.514053885253,043-421-0721,https://reservation.knps.or.kr/information/campInfo.action?seqId=B122001,,"일반(18면),테이블,샤워장,개수대,전기,계곡,화롯대",공유누리(행정안전부)
camp-30879,국립속리산말티재자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,충청북도,보은군,충북,충청북도 보은군 장안면 속리산로 256,36.4901567581175,127.782249539184,043-543-6282,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0115,,"숙박시설(26개),산책로, 체험프로그램(14개)",공유누리(행정안전부)
camp-30966,민주지산자연휴양림,국·공립 휴양림,한국산림문화협회,기타(위탁·민간),,충청북도,영동군,충북,충청북도 영동군 용화면 조동리 민주지산로 60,36.0573434,127.8251649,043-740-3437,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030107,,"숲속의집(5동), 연립동(22실), 휴양관(16실),식당, 학습관, 세미나실, 족구장",공유누리(행정안전부)
camp-31131,닷돈재자동차야영장,자동차야영장,월악산국립공원,국가기관,,충청북도,제천시,충북,충청북도 제천시 한수면 송계리 70-2,36.8440241311954,128.093411471408,043-653-3250,https://reservation.knps.or.kr/information/campInfo.action?seqId=B111003,,"자동차(119면),테이블,샤워장,개수대,전기,계곡",공유누리(행정안전부)
camp-31223,닷돈재풀옵션야영장,글램핑,월악산국립공원,국가기관,,충청북도,제천시,충북,충청북도 제천시 한수면 송계리 67,36.8428799662857,128.093910879777,043-653-3250,https://reservation.knps.or.kr/information/campInfo.action?seqId=B111001,,"산막(20동),테이블,샤워장,개수대,전기,계곡,화롯대",공유누리(행정안전부)
camp-31136,덕주야영장,자동차야영장,월악산국립공원,국가기관,,충청북도,제천시,충북,충청북도 제천시 한수면 미륵송계로 1647,36.8870512245583,128.078313465226,043-653-3250,https://reservation.knps.or.kr/information/campInfo.action?seqId=B111007,,"자동차(75면),개수대,전기,계곡",공유누리(행정안전부)
camp-31154,송계자동차야영장,일반야영장,월악산국립공원,국가기관,,충청북도,제천시,충북,충청북도 제천시 한수면 미륵송계로 1625,36.8846717201046,128.07832329724,043-653-3250,https://reservation.knps.or.kr/information/campInfo.action?seqId=B111002,,"자동차(61면), 카라반(6면),샤워장,개수대,전기,계곡",공유누리(행정안전부)
camp-31156,용하야영장,자동차야영장,월악산국립공원,국가기관,,충청북도,제천시,충북,충청북도 제천시 덕산면 월악리 123-1,36.8580194884166,128.162038696973,043-653-3250,https://reservation.knps.or.kr/information/campInfo.action?seqId=B111004,,"자동차(59면),테이블,개수대,전기,계곡",공유누리(행정안전부)
camp-31369,청풍호오토캠핑장,일반야영장,무암협동조합,기타(위탁·민간),,충청북도,제천시,충북,충청북도 제천시 금성면 성내리 41-4,37.0287462535667,128.186226578084,010-9171-2723,http://www.cpcamp.kr/VIS_bbs/board.php?bo_table=s3_1,,"34면,계곡 물놀이,산책로,낚시,어린이놀이시설",공유누리(행정안전부)
camp-31551,충북대학교 천문대천문체험학교,일반야영장,충북대학교,기타(위탁·민간),,충청북도,진천군,충북,충청북도 진천군 문백면 은탄리 802-3,36.7816069089171,127.475310000388,043-532-2341,http://cbnuo.chungbuk.ac.kr/cbnuo/,,"자동차야영장사이트(18면),전기,와이파이,장작판매,온수,물놀이장,산책로,운동시설",공유누리(행정안전부)
camp-30878,국립상당산성자연휴양림,국·공립 휴양림,국립자연휴양림관리소,국가기관,,충청북도,청주시,충북,충청북도 청주시 청원구 내수읍 덕암2길 162,36.6827963662615,127.545415711082,043-216-0052,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0300,,"숙박시설(34개),산책로, 잔디구장, 수련장, 놀이터, 목공예체험장, 체험프로그램(12개)",공유누리(행정안전부)
